DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 05-Dec-2019,-19.000000,1,,,,,24,,3,3,3,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 06-Dec-2019,-19.000000,1,,,,,24,,3,2,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 07-Dec-2019,-19.000000,1,,,,,24,,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 09-Dec-2019,-20.000000,1,,,,,24,,2,3,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 10-Dec-2019,-20.000000,1,,,,,24,,2,3,4,3,4,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 11-Dec-2019,-20.000000,1,,,,,24,,3,3,3,4,2,4,2,1,0,0,1,1,1,0,0,2,1,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 12-Dec-2019,-20.000000,1,,,,,24,,4,4,4,5,2,3,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 20-Dec-2019,-22.000000,1,,,,,24,,3,4,1,0,2,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 21-Dec-2019,-22.000000,1,,,,,24,,2,4,3,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 23-Dec-2019,-22.000000,1,,,,,24,,3,3,2,4,2,1,1,1,1,2,0,0,0,0,1,2,1,1,2,1,0,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 24-Dec-2019,-22.000000,2,,,,,24,,3,3,3,3,4,3,2,2,0,0,3,1,0,0,0,0,2,3,2,0,0,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 25-Dec-2019,-23.000000,1,,,,,24,,4,4,3,3,3,4,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 28-Dec-2019,-23.000000,1,,,,,24,,2,5,5,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 29-Dec-2019,-23.000000,1,,,,,24,,2,4,5,3,4,4,4,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 31-Dec-2019,-24.000000,1,,,,,24,,1,0,1,3,3,3,3,4,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 03-Jan-2020,-24.000000,1,,,,,24,,2,3,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 05-Jan-2020,-25.000000,1,,,,,24,,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 08-Jan-2020,-25.000000,1,,,,,24,,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 19-Jan-2020,-27.000000,1,,,,,24,,3,3,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 20-Jan-2020,-28.000000,2,,,,,24,,4,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 31-Jan-2020,-30.000000,2,,,,,24,,2,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 01-Feb-2020,-30.000000,2,,,,,24,,4,4,3,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181926,181926,0.500000,Transmission,UT,1Percent,00:00:00 03-Feb-2020,-30.000000,1,,,,,24,,3,0,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
